FACID,NAME,ADDRESS,CITY,COUNTY,ZIP,TYPE,CAPACITY,LATITUDE,LONGITUDE,LOCATION
960001643,Arlington Home #4,6470 N Paramount Blvd,Long Beach,LOS ANGELES,90805,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.872189,-118.159928,"(33.872189, -118.159928)"
960001646,Arlington Home #5,14516 Pioneer Blvd,Norwalk,LOS ANGELES,90650,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.898969,-118.082513,"(33.898969, -118.082513)"
960001654,Avenues Pregnancy Clinic - Glendale,1911 W Glenoaks Blvd,Glendale,LOS ANGELES,91201,Community Clinic,0,34.174331,-118.293888,"(34.174331, -118.293888)"
960001656,Safe Harbor Women's Clinic,14371 Clark Ave,Bellflower,LOS ANGELES,90706,Community Clinic,0,33.903337,-118.134087,"(33.903337, -118.134087)"
960001670,Storm Inn,18481 Dragonera Dr,Rowland Heights,LOS ANGELES,91748,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.969623,-117.903389,"(33.969623, -117.903389)"
960001672,Buddhist Tzu Chi Free Clinic,1000 S Garfield Ave,Alhambra,LOS ANGELES,91801,Free Clinic,0,34.084487,-118.123025,"(34.084487, -118.123025)"
960001677,Special Adult Care Home,6718 San Ramon Dr,Los Angeles,LOS ANGELES,90042,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.121871,-118.167781,"(34.121871, -118.167781)"
960001678,TLC - Devonshire House,20619 Devonshire St,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.25728,-118.582729,"(34.25728, -118.582729)"
960001679,Peck House,2630 Dalemead St,Torrance,LOS ANGELES,90505,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.790374,-118.332427,"(33.790374, -118.332427)"
960001692,Jewish Home Geriatric Clinic,7150 TAMPA AVE.,RESEDA,LOS ANGELES,91335,Community Clinic,0,34.200094,-118.553486,"(34.200094, -118.553486)"
960001702,Bixby Knoll Place,3706 Pine Ave,Long Beach,LOS ANGELES,90807,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.82442,-118.192876,"(33.82442, -118.192876)"
960001713,Best Care Home I,9259 Ives St,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.894291,-118.136331,"(33.894291, -118.136331)"
960001715,Golden Care Home,16021 S Orchard Ave,Gardena,LOS ANGELES,90247,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.885529,-118.288221,"(33.885529, -118.288221)"
960001718,Sfva New Horizons,15713 Parthenia St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.228357,-118.474668,"(34.228357, -118.474668)"
960001720,Mountain Home,1922 N Mountain Ave,Claremont,LOS ANGELES,91711,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.11852,-117.728932,"(34.11852, -117.728932)"
960001723,Jenymel's Home Care II,12108 Hibbing St,Artesia,LOS ANGELES,90701,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.857284,-118.074373,"(33.857284, -118.074373)"
960001724,Angels Garden Home,15319 Spinning Ave,Gardena,LOS ANGELES,90249,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.891867,-118.318836,"(33.891867, -118.318836)"
960001728,Jeffrey Goodman Special Care Clinic,1625 Schrader Blvd,Los Angeles,LOS ANGELES,90028,Community Clinic,0,34.1005,-118.332509,"(34.1005, -118.332509)"
960001738,Valley Village Altano House,12902 Altano St,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Nursing,12,34.30566,-118.413799,"(34.30566, -118.413799)"
960001743,Midomar Homes I,17807 Belshire Ave,Artesia,LOS ANGELES,90701,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.869007,-118.070782,"(33.869007, -118.070782)"
960001745,Planned Parenthood Los Angeles - South Bay Center,14623 Hawthorne Blvd,Lawndale,LOS ANGELES,90260,Community Clinic,0,33.898566,-118.352777,"(33.898566, -118.352777)"
960001765,St Mary's Home ICF/DD-N,16765 Lawnwood St,La Puente,LOS ANGELES,91744,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.033741,-117.922369,"(34.033741, -117.922369)"
960001770,Valley Village Cozycroft House,10116 Cozycroft Ave,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.254234,-118.581848,"(34.254234, -118.581848)"
960001771,Valley Village Tupperhouse,16124 Tupper St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.239254,-118.483698,"(34.239254, -118.483698)"
960001789,Markway House,336 Markway Ln,Pomona,LOS ANGELES,91767,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.10554,-117.753079,"(34.10554, -117.753079)"
960001790,Oakbank Home,5420 N Oakbank Ave,Covina,LOS ANGELES,91722,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.111134,-117.883666,"(34.111134, -117.883666)"
960001792,Feliz Health Care Center,17741 Cortner Ave,Cerritos,LOS ANGELES,90703,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.869377,-118.069982,"(33.869377, -118.069982)"
960001793,Stormhaven,4132 S Morganfield Ave,West Covina,LOS ANGELES,91792,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.003052,-117.875467,"(34.003052, -117.875467)"
960001794,TLC - Rinaldi House,17026 Rinaldi St,Granada Hills,LOS ANGELES,91344,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.279275,-118.50289,"(34.279275, -118.50289)"
960001807,United Care Homes - Valinda,15920 Hayland St,La Puente,LOS ANGELES,91744,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.039904,-117.93706,"(34.039904, -117.93706)"
960001808,Northeast Valley Health Corporation,7843 Lankershim Blvd,North Hollywood,LOS ANGELES,91605,Community Clinic,0,34.213538,-118.387823,"(34.213538, -118.387823)"
960001809,Temple Garden Homes,5746 Loma Ave,Temple City,LOS ANGELES,91780,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.10436,-118.069385,"(34.10436, -118.069385)"
960001810,Diamond Ranch,1115 Torino Pl,Pomona,LOS ANGELES,91766,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.046761,-117.781729,"(34.046761, -117.781729)"
960001811,Wood Riva Place,1942 Thoreau St,Los Angeles,LOS ANGELES,90047,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.935622,-118.31257,"(33.935622, -118.31257)"
960001812,Bell Gardens Family Medical Center,6501 Garfield Ave,Bell Gardens,LOS ANGELES,90201,Community Clinic,0,33.972935,-118.14756,"(33.972935, -118.14756)"
960001816,Altamed/buenacare Health Clinic,1701 Zonal Ave,Los Angeles,LOS ANGELES,90033,Community Clinic,0,34.062262,-118.210766,"(34.062262, -118.210766)"
960001818,Acre,16102 Acre St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.230159,-118.483217,"(34.230159, -118.483217)"
960001819,Valjean,9205 Valjean Ave,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.237751,-118.487253,"(34.237751, -118.487253)"
960001821,TLC - Elkwood House,18640 Elkwood St,Reseda,LOS ANGELES,91335,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.212919,-118.539746,"(34.212919, -118.539746)"
960001826,G M Home II,14771 Ragan Dr,La Mirada,LOS ANGELES,90638,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.912102,-118.016104,"(33.912102, -118.016104)"
960001831,Arlington Home #6,1724 240th St,Lomita,LOS ANGELES,90717,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.80708,-118.30862,"(33.80708, -118.30862)"
960001836,Ideal Home Care,4830 W 130th St,Hawthorne,LOS ANGELES,90250,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.914666,-118.362453,"(33.914666, -118.362453)"
960001841,Holy Hill Home Care/bellflower Home,9883 Somerset Blvd,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.896642,-118.122442,"(33.896642, -118.122442)"
960001842,Calera Home,5311 N Calera Ave,Covina,LOS ANGELES,91722,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.108984,-117.884608,"(34.108984, -117.884608)"
960001871,Jo-mi Alta 5,2075 El Molino Ave,Altadena,LOS ANGELES,91001,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.181266,-118.135943,"(34.181266, -118.135943)"
960001879,Central City Community Health Center,5970 S Central Ave,Los Angeles,LOS ANGELES,90001,Community Clinic,0,33.985599,-118.256409,"(33.985599, -118.256409)"
960001894,RCN Pediatric Care I,1520 N Hacienda Blvd,La Puente,LOS ANGELES,91744,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.047193,-117.947256,"(34.047193, -117.947256)"
960001895,Valley Village Le Marsh House,20661 Lemarsh St,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.255464,-118.583977,"(34.255464, -118.583977)"
960001896,Janray,12921 Biola Ave,La Mirada,LOS ANGELES,90638,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.913631,-118.020269,"(33.913631, -118.020269)"
960001898,Emily Care Center II,11937 Strathern St,North Hollywood,LOS ANGELES,91605,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.215746,-118.39342,"(34.215746, -118.39342)"
960001900,Ablano Home,2448 Ablano Ave,Rowland Heights,LOS ANGELES,91748,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.975288,-117.900917,"(33.975288, -117.900917)"
960001903,Altamedical Medical Group,10418 Valley Blvd,El Monte,LOS ANGELES,91731,Community Clinic,0,34.076496,-118.04581,"(34.076496, -118.04581)"
960001904,Lin-ros Best Home Care,6127 Faust Ave,Lakewood,LOS ANGELES,90713,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.866408,-118.115268,"(33.866408, -118.115268)"
960001906,Neargrove House,14203 Neargrove Rd,La Mirada,LOS ANGELES,90638,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.900867,-118.017201,"(33.900867, -118.017201)"
960001907,Fairview House,3263 Flower St,Lynwood,LOS ANGELES,90262,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.924999,-118.212726,"(33.924999, -118.212726)"
960001909,Institute For Multicultural Counseling & Education Services,3580 Wilshire Blvd,Los Angeles,LOS ANGELES,90010,Community Clinic,0,34.061705,-118.302814,"(34.061705, -118.302814)"
960001910,Mirajoy Home I,23711 Prospect Valley Dr,Diamond Bar,LOS ANGELES,91765,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.024128,-117.805229,"(34.024128, -117.805229)"
960001911,Feliz Health Care Center II,21310 Ravenna Ave,Carson,LOS ANGELES,90745,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.834961,-118.268877,"(33.834961, -118.268877)"
960001914,Lawndale Medical & Mental Health Services,4023 Marine Ave,Lawndale,LOS ANGELES,90260,Community Clinic,0,33.89468,-118.34472,"(33.89468, -118.34472)"
960001915,Angel Spring ICF/DD-N Home,11417 183rd St,Artesia,LOS ANGELES,90701,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.86576,-118.090342,"(33.86576, -118.090342)"
960001918,Queenscare Family Clinic - Hollywood,4618 Fountain Ave,Los Angeles,LOS ANGELES,90029,Community Clinic,0,34.095586,-118.290171,"(34.095586, -118.290171)"
960001920,Las Casas House,4143 Las Casas Ave,Claremont,LOS ANGELES,91711,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.117534,-117.747465,"(34.117534, -117.747465)"
960001921,Jha Geriatric Clinic,18855 Victory Blvd,Reseda,LOS ANGELES,91335,Community Clinic,0,34.18663,-118.543754,"(34.18663, -118.543754)"
960001924,Matharu Assisted Living,15227 Roselle Ave,Lawndale,LOS ANGELES,90260,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.89302,-118.342504,"(33.89302, -118.342504)"
960001926,Temple Garden Homes #2,1507 N Avenue 47,Los Angeles,LOS ANGELES,90042,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.123026,-118.213769,"(34.123026, -118.213769)"
960001931,Bill Moore Community Health Clinic,1460 N Lake Ave,Pasadena,LOS ANGELES,91104,Community Clinic,0,34.171041,-118.132119,"(34.171041, -118.132119)"
960001932,Santa Clarita Medical & Mental Health Services,24625 Arch St,Newhall,LOS ANGELES,91321,Community Clinic,0,34.384704,-118.529006,"(34.384704, -118.529006)"
960001944,California Family Care,1414 S Grand Ave,Los Angeles,LOS ANGELES,90015,Community Clinic,0,34.036654,-118.265682,"(34.036654, -118.265682)"
960001949,J-j Children's Home,22720 Burton St,Canoga Park,LOS ANGELES,91304,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.218408,-118.622272,"(34.218408, -118.622272)"
960001956,Valley Village Gladstone House,12769 Gladstone Ave,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.302346,-118.418834,"(34.302346, -118.418834)"
960001958,Pregnancy Help Center Of San Gabriel Valley,5626 Rosemead Blvd,Temple City,LOS ANGELES,91780,Community Clinic,0,34.101748,-118.073435,"(34.101748, -118.073435)"
960001959,Elderlink,707 Grant St,Santa Monica,LOS ANGELES,90405,Referral Agency,0,34.010398,-118.482329,"(34.010398, -118.482329)"
960001962,Koles Place,8630 Rayford Dr,Los Angeles,LOS ANGELES,90045,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.958818,-118.422363,"(33.958818, -118.422363)"
960001965,Bowling House,501 Bowling Green Dr,Claremont,LOS ANGELES,91711,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.117689,-117.722166,"(34.117689, -117.722166)"
960001967,Northeast Valley Health Corporation - Early Intervention,6551 Van Nuys Blvd,Van Nuys,LOS ANGELES,91401,Community Clinic,0,34.189946,-118.448759,"(34.189946, -118.448759)"
960001975,Armstrong House,305 Armstrong Dr,Claremont,LOS ANGELES,91711,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.129658,-117.71796,"(34.129658, -117.71796)"
960001977,Realitos Division,612 Realitos Dr,La Verne,LOS ANGELES,91750,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.120395,-117.757528,"(34.120395, -117.757528)"
960001986,UCP - Dronfield South,13274 Dronfield Ave,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.31234,-118.44299,"(34.31234, -118.44299)"
960001992,Northeast Valley Health Corporation - Lac-canoga Park Health,7107 Remmet Ave,Canoga Park,LOS ANGELES,91303,Community Clinic,0,34.199481,-118.600307,"(34.199481, -118.600307)"
960001993,Venice Family Clinic - Simms/mann Health And Wellness Center,2509 Pico Blvd,Santa Monica,LOS ANGELES,90405,Community Clinic,0,34.022943,-118.463144,"(34.022943, -118.463144)"
960001994,Venice Family Clinic - Robert Levine Fam  Health,905 Venice Blvd,Venice,LOS ANGELES,90291,Community Clinic,0,33.993368,-118.454312,"(33.993368, -118.454312)"
960001995,Northeast Valley Health Corporation - Lac-valencia Hlth Cntr,23763 Valencia Blvd,Valencia,LOS ANGELES,91355,Community Clinic,0,34.414783,-118.550497,"(34.414783, -118.550497)"
960001997,UCP - Dronfield North,13272 Dronfield Ave,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.3124,-118.443067,"(34.3124, -118.443067)"
960001999,Planned Parenthood Los Angeles - Whittier Center,7655 Greenleaf Ave,Whittier,LOS ANGELES,90602,Community Clinic,0,33.972664,-118.037396,"(33.972664, -118.037396)"
960002015,Durness Home,1304 W Durness St,West Covina,LOS ANGELES,91790,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.057982,-117.947691,"(34.057982, -117.947691)"
960002022,Los Angeles Christian Centers,311 Winston St,Los Angeles,LOS ANGELES,90013,Community Clinic,0,34.045398,-118.244639,"(34.045398, -118.244639)"
960002024,UCP - Amestoy South,10454 Amestoy Ave,Granada Hills,LOS ANGELES,91344,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.260988,-118.506634,"(34.260988, -118.506634)"
960002027,UCP - Amestoy North,10458 Amestoy Ave,Granada Hills,LOS ANGELES,91344,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.260451,-118.506636,"(34.260451, -118.506636)"
960002036,Jenymel's Home Care III,18314 Ibex Ave,Artesia,LOS ANGELES,90701,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.865261,-118.073512,"(33.865261, -118.073512)"
960002040,Rainbow Horizons,8723 Haskell Ave,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.229172,-118.476426,"(34.229172, -118.476426)"
960002043,Parthenia North,15859 Parthenia St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.228377,-118.478264,"(34.228377, -118.478264)"
960002058,Best Care Home II,6467 California Ave,Long Beach,LOS ANGELES,90805,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.872363,-118.181137,"(33.872363, -118.181137)"
960002060,Raymond House,709 W Raymond St,Compton,LOS ANGELES,90220,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.8872,-118.235762,"(33.8872, -118.235762)"
960002063,United Care Homes - Kinbrae,1160 Kinbrae Ave,Hacienda Heights,LOS ANGELES,91745,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.015394,-117.981613,"(34.015394, -117.981613)"
960002066,Hawaiian House,12440 224th St,Hawaiian Gardens,LOS ANGELES,90716,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.825501,-118.06612,"(33.825501, -118.06612)"
960002068,C & C Quality Care Homes II,3425 W 82nd Pl,Inglewood,LOS ANGELES,90305,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.963655,-118.332176,"(33.963655, -118.332176)"
960002072,Daniel's Care Center,1309 W 159th St,Gardena,LOS ANGELES,90247,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.886501,-118.298259,"(33.886501, -118.298259)"
960002077,Mary's House,14901 Condon Ave,Lawndale,LOS ANGELES,90260,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.896269,-118.359499,"(33.896269, -118.359499)"
